Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Unit_Price,Total_Amount,Order_Status,Payment_Method
410,67,196,2024-03-22,2,130.13,260.26,Shipped,Google Pay
411,101,144,2025-01-08,1,145.77,145.77,Completed,Bank Transfer
412,474,148,2024-02-11,1,244.97,244.97,Completed,PayPal
413,305,168,2023-11-27,1,57.0,57.0,Shipped,Apple Pay
414,320,38,2024-10-09,4,998.69,3994.76,Pending,PayPal
415,80,194,2025-03-03,1,125.92,125.92,Completed,Google Pay
416,475,38,2025-05-05,3,909.0,2727.0,Completed,PayPal
417,231,121,2023-11-24,1,158.6,158.6,Completed,Google Pay
418,268,193,2024-06-22,2,66.99,133.98,Completed,Bank Transfer
419,358,172,2023-11-17,2,25.92,51.84,Completed,PayPal
420,88,16,2024-07-08,3,1213.41,3640.23,Completed,Apple Pay
421,336,3,2024-01-18,2,73.79,147.58,Completed,Credit Card
422,10,75,2025-05-04,2,30.59,61.18,Completed,Google Pay
423,364,26,2025-05-20,2,254.66,509.32,Completed,Debit Card
424,102,129,2025-06-16,2,188.86,377.72,Completed,Debit Card
425,473,136,2024-07-21,2,483.43,966.86,Completed,PayPal
426,351,91,2024-08-21,1,551.71,551.71,Completed,PayPal
427,416,16,2025-01-13,4,1213.41,4853.64,Completed,Google Pay
428,486,72,2024-05-30,1,135.4,135.4,Completed,Credit Card
429,374,98,2024-11-21,2,208.56,417.12,Pending,Debit Card
430,214,62,2024-12-18,1,62.56,62.56,Shipped,PayPal
431,230,139,2024-03-20,2,306.13,612.26,Pending,Debit Card
432,442,36,2024-07-24,3,344.92,1034.76,Completed,Apple Pay
433,466,198,2024-03-31,5,103.53,517.65,Completed,Credit Card
434,286,137,2025-06-08,1,212.33,212.33,Completed,Bank Transfer
435,16,196,2024-07-30,5,130.13,650.65,Completed,Apple Pay
436,382,164,2025-06-01,1,72.85,72.85,Completed,Debit Card
437,95,7,2025-03-18,2,172.16,344.32,Shipped,Google Pay
438,119,153,2024-06-04,2,485.14,970.28,Pending,Apple Pay
439,69,129,2025-04-25,2,188.86,377.72,Completed,Apple Pay
440,252,122,2024-03-24,1,320.27,320.27,Completed,PayPal
441,487,106,2024-05-28,2,236.77,473.54,Completed,Credit Card
442,91,113,2025-05-04,2,558.39,1116.78,Completed,Debit Card
443,219,104,2025-03-25,2,588.71,1177.42,Pending,PayPal
444,202,157,2025-06-04,2,335.67,671.34,Shipped,Bank Transfer
445,403,10,2024-11-21,2,1065.71,2131.42,Completed,Debit Card
446,266,138,2024-09-14,3,60.88,182.64,Completed,Bank Transfer
447,493,13,2024-05-04,1,281.56,281.56,Cancelled,PayPal
448,237,43,2024-09-29,2,1290.36,2580.72,Completed,Apple Pay
449,425,166,2024-10-15,3,114.7,344.1,Pending,Google Pay
450,70,101,2024-09-24,2,481.19,962.38,Pending,Debit Card
451,333,183,2025-04-03,3,61.15,183.45,Completed,Bank Transfer
452,186,22,2024-11-23,1,807.79,807.79,Completed,Google Pay
453,487,41,2024-09-04,1,689.45,689.45,Completed,Google Pay
454,447,169,2025-05-02,1,129.22,129.22,Completed,Apple Pay
455,158,80,2025-03-04,5,142.46,712.3,Completed,Credit Card
456,461,34,2025-06-13,1,895.0,895.0,Completed,Apple Pay
457,255,128,2024-12-03,1,247.16,247.16,Completed,Debit Card
458,302,169,2024-10-28,1,126.13,126.13,Completed,Google Pay
459,143,159,2025-01-14,1,148.18,148.18,Completed,Bank Transfer
460,179,10,2024-03-31,1,1065.71,1065.71,Shipped,PayPal
461,170,23,2023-12-30,1,1207.38,1207.38,Shipped,Bank Transfer
462,355,180,2024-12-29,3,53.82,161.46,Shipped,PayPal
463,189,98,2025-04-13,3,208.56,625.68,Completed,PayPal
464,242,35,2024-03-11,4,1293.65,5174.6,Completed,Google Pay
465,108,179,2024-05-18,1,136.28,136.28,Shipped,Google Pay
466,45,124,2025-03-01,2,214.09,428.18,Pending,PayPal
467,219,156,2025-04-26,1,62.26,62.26,Shipped,PayPal
468,475,34,2025-01-07,3,895.0,2685.0,Completed,Google Pay
469,120,182,2024-07-12,1,69.26,69.26,Completed,Bank Transfer
470,435,54,2025-04-04,6,128.01,768.06,Completed,PayPal
471,287,164,2024-05-21,2,72.85,145.7,Completed,Credit Card
472,158,77,2024-11-14,1,9.37,9.37,Completed,Apple Pay
473,90,50,2024-08-06,1,1414.14,1414.14,Completed,Credit Card
474,331,35,2024-10-31,2,1293.65,2587.3,Completed,PayPal
475,237,106,2025-05-30,1,236.77,236.77,Shipped,Bank Transfer
476,348,81,2024-12-09,1,188.66,188.66,Completed,PayPal
477,34,39,2024-07-06,1,1019.84,1019.84,Shipped,Google Pay
478,432,43,2024-12-17,1,1454.41,1454.41,Cancelled,PayPal
479,45,128,2025-05-08,1,247.16,247.16,Completed,Debit Card
480,269,78,2024-04-23,1,77.81,77.81,Completed,Apple Pay
481,260,7,2025-04-04,4,148.78,595.12,Completed,Bank Transfer
482,448,135,2024-07-25,1,25.88,25.88,Completed,Google Pay
483,347,34,2024-05-16,1,895.0,895.0,Completed,Credit Card
484,3,80,2025-06-01,2,142.46,284.92,Completed,PayPal
485,240,12,2024-02-23,3,507.29,1521.87,Shipped,Debit Card
486,165,52,2024-05-06,1,1014.49,1014.49,Completed,Bank Transfer
487,61,70,2024-04-03,1,143.79,143.79,Completed,Credit Card
488,106,139,2024-08-18,1,279.06,279.06,Completed,Google Pay
489,126,44,2024-01-23,1,737.59,737.59,Completed,Credit Card
490,242,173,2023-12-31,1,19.29,19.29,Pending,Google Pay
491,457,152,2025-01-15,1,332.71,332.71,Completed,Debit Card
492,366,195,2025-02-04,5,131.59,657.95,Completed,Google Pay
493,68,24,2025-04-10,4,262.48,1049.92,Completed,PayPal
494,351,165,2025-02-22,1,130.68,130.68,Shipped,PayPal
495,468,94,2024-09-12,2,454.78,909.56,Completed,Apple Pay
496,246,119,2025-04-25,1,444.26,444.26,Shipped,Debit Card
497,261,27,2024-09-20,3,667.65,2002.95,Completed,PayPal
498,273,119,2024-09-17,1,444.26,444.26,Shipped,Debit Card
499,499,124,2024-09-07,1,214.09,214.09,Shipped,Apple Pay
500,402,112,2024-12-15,1,470.0,470.0,Completed,Bank Transfer
501,343,20,2025-03-08,3,755.46,2266.38,Completed,Google Pay
502,306,119,2024-08-03,1,444.26,444.26,Completed,Apple Pay
503,36,154,2024-02-29,3,341.65,1024.95,Completed,Bank Transfer
504,339,16,2024-02-12,4,1213.41,4853.64,Shipped,Credit Card
505,388,38,2025-01-30,1,998.69,998.69,Completed,Debit Card
506,106,175,2025-05-09,1,56.07,56.07,Pending,PayPal
507,471,112,2025-02-26,6,470.0,2820.0,Shipped,Google Pay
508,207,33,2025-04-28,1,394.41,394.41,Completed,Credit Card
509,361,144,2025-04-14,1,158.28,158.28,Completed,Debit Card
510,222,180,2024-12-26,2,61.22,122.44,Completed,Apple Pay
511,223,140,2024-05-20,1,145.18,145.18,Completed,Apple Pay
512,79,74,2025-06-28,2,26.46,52.92,Completed,Debit Card
513,370,125,2025-01-29,1,293.36,293.36,Completed,Bank Transfer
514,310,109,2025-01-12,1,472.01,472.01,Completed,PayPal
515,116,48,2024-09-30,1,769.18,769.18,Cancelled,Debit Card
516,365,129,2024-06-29,4,188.86,755.44,Completed,Credit Card
517,247,177,2024-02-01,2,95.67,191.34,Cancelled,PayPal
518,239,133,2024-01-31,1,359.84,359.84,Cancelled,Bank Transfer
519,492,172,2024-01-30,3,25.92,77.76,Completed,PayPal
520,274,3,2024-10-25,2,73.79,147.58,Cancelled,PayPal
521,216,91,2025-06-13,3,551.71,1655.13,Completed,Bank Transfer
522,473,153,2025-03-12,3,485.14,1455.42,Completed,Bank Transfer
523,243,149,2024-04-19,1,230.11,230.11,Cancelled,Google Pay
524,14,74,2024-11-02,1,29.41,29.41,Completed,Debit Card
525,316,72,2024-07-02,1,135.4,135.4,Shipped,Debit Card
526,466,152,2025-03-08,2,332.71,665.42,Completed,PayPal
527,401,180,2024-06-06,1,61.22,61.22,Completed,PayPal
528,44,38,2024-12-29,3,998.69,2996.07,Cancelled,Apple Pay
529,395,99,2024-06-08,1,260.77,260.77,Completed,Google Pay
530,420,30,2024-01-03,2,999.82,1999.64,Cancelled,Google Pay
531,120,98,2025-02-10,1,208.56,208.56,Completed,Credit Card
532,148,115,2024-09-06,1,512.41,512.41,Completed,Credit Card
533,470,137,2025-01-19,1,212.33,212.33,Completed,PayPal
534,139,69,2025-04-05,1,44.07,44.07,Completed,Bank Transfer
535,384,62,2025-03-06,2,62.56,125.12,Completed,Bank Transfer
536,354,47,2024-07-27,1,685.46,685.46,Completed,Credit Card
537,269,27,2025-02-11,3,748.24,2244.72,Completed,Credit Card
538,318,24,2024-01-08,4,262.48,1049.92,Shipped,Bank Transfer
539,63,182,2025-06-12,1,78.66,78.66,Completed,Bank Transfer
540,392,166,2024-12-14,5,124.51,622.55,Pending,Debit Card
541,130,76,2024-10-24,5,83.18,415.9,Completed,Apple Pay
542,355,171,2025-03-22,1,52.11,52.11,Cancelled,Credit Card
543,196,100,2024-08-08,1,294.02,294.02,Completed,Debit Card
544,226,18,2024-11-06,4,235.25,941.0,Completed,Bank Transfer
545,252,28,2024-03-30,3,115.14,345.42,Shipped,Credit Card
546,38,19,2024-12-17,1,1349.79,1349.79,Completed,Debit Card
547,335,164,2023-10-07,1,72.85,72.85,Completed,Bank Transfer
548,169,101,2024-12-19,2,536.6,1073.2,Completed,Apple Pay
549,224,104,2025-04-24,3,588.71,1766.13,Completed,Debit Card
550,2,99,2025-06-10,3,260.77,782.31,Shipped,Google Pay
551,479,92,2024-08-08,1,542.0,542.0,Shipped,Credit Card
552,188,137,2025-04-28,1,212.33,212.33,Cancelled,PayPal
553,332,52,2024-04-24,1,1014.49,1014.49,Completed,PayPal
554,357,100,2025-05-17,2,294.02,588.04,Completed,Bank Transfer
555,225,189,2024-05-04,1,119.88,119.88,Completed,Apple Pay
556,200,17,2025-04-01,2,342.55,685.1,Completed,Credit Card
557,19,87,2024-01-07,1,52.27,52.27,Pending,Google Pay
558,235,174,2025-05-05,2,131.66,263.32,Completed,Credit Card
559,19,189,2024-03-28,2,126.25,252.5,Shipped,Credit Card
560,324,13,2025-05-20,3,253.25,759.75,Shipped,Credit Card
561,419,28,2024-03-04,2,115.14,230.28,Completed,Debit Card
562,219,87,2025-04-10,6,56.51,339.06,Completed,Credit Card
563,500,176,2024-12-19,1,103.75,103.75,Completed,Credit Card
564,304,45,2024-08-09,1,28.98,28.98,Pending,PayPal
565,284,43,2024-10-08,4,1211.52,4846.08,Shipped,Google Pay
566,193,41,2023-11-13,2,581.43,1162.86,Completed,Bank Transfer
567,334,152,2025-05-13,1,332.71,332.71,Cancelled,Apple Pay
568,355,33,2024-05-16,2,394.41,788.82,Completed,Debit Card
569,93,184,2024-11-10,5,85.61,428.05,Completed,PayPal
570,215,2,2024-12-10,1,1024.74,1024.74,Completed,Google Pay
571,186,195,2025-06-24,2,131.59,263.18,Shipped,Bank Transfer
572,77,176,2025-04-24,4,103.75,415.0,Completed,Bank Transfer
573,473,12,2024-01-04,1,552.24,552.24,Shipped,Apple Pay
574,23,27,2025-03-08,4,689.96,2759.84,Completed,Google Pay
575,60,19,2025-05-16,3,1349.79,4049.37,Completed,Apple Pay
576,399,29,2024-08-04,1,1229.54,1229.54,Completed,Apple Pay
577,457,57,2024-01-26,1,196.92,196.92,Completed,Google Pay
578,233,46,2024-09-09,1,257.54,257.54,Shipped,PayPal
579,500,70,2024-05-13,1,159.59,159.59,Completed,PayPal
580,70,29,2025-04-27,2,1063.14,2126.28,Completed,Google Pay
581,81,164,2025-06-10,4,72.85,291.4,Shipped,Debit Card
582,45,106,2025-04-30,2,236.77,473.54,Shipped,Apple Pay
583,429,119,2024-07-05,3,444.26,1332.78,Completed,Debit Card
584,168,112,2024-12-21,4,470.0,1880.0,Completed,Google Pay
585,460,2,2024-09-26,1,1024.74,1024.74,Cancelled,Google Pay
586,18,109,2024-11-26,2,472.01,944.02,Completed,Apple Pay
587,254,62,2024-02-04,2,62.56,125.12,Completed,Debit Card
588,184,76,2024-06-08,6,75.44,452.64,Completed,Bank Transfer
589,236,147,2025-03-11,1,400.45,400.45,Cancelled,Debit Card
590,448,181,2024-09-19,3,32.13,96.39,Completed,Bank Transfer
591,325,1,2025-05-01,1,66.76,66.76,Completed,Google Pay
592,17,76,2024-10-01,1,83.18,83.18,Completed,Google Pay
593,407,54,2025-03-30,1,128.01,128.01,Cancelled,Credit Card
594,264,173,2024-08-26,1,22.15,22.15,Completed,Google Pay
595,21,94,2024-08-28,2,454.78,909.56,Shipped,Bank Transfer
596,397,53,2024-03-25,1,96.86,96.86,Shipped,Apple Pay
597,378,193,2024-12-21,5,66.99,334.95,Cancelled,Debit Card
598,165,91,2025-05-17,2,551.71,1103.42,Completed,Credit Card
599,191,89,2024-10-16,2,537.2,1074.4,Completed,Bank Transfer
600,273,174,2025-04-16,4,131.66,526.64,Completed,Bank Transfer
601,485,178,2025-04-08,5,65.15,325.75,Completed,Credit Card
602,42,101,2025-05-17,1,536.6,536.6,Completed,Debit Card
603,142,29,2025-02-16,4,1229.54,4918.16,Shipped,Credit Card
604,151,107,2025-06-17,2,458.12,916.24,Completed,Bank Transfer
605,331,6,2024-07-13,1,438.46,438.46,Completed,Google Pay
606,331,86,2024-09-23,1,137.82,137.82,Completed,Apple Pay
607,304,171,2025-02-16,1,62.81,62.81,Completed,PayPal
608,88,67,2024-05-31,1,136.71,136.71,Completed,Debit Card
609,181,73,2024-10-18,1,76.71,76.71,Pending,Google Pay
610,147,47,2025-06-18,3,827.02,2481.06,Pending,Debit Card
611,83,61,2024-03-07,6,182.0,1092.0,Completed,PayPal
612,190,48,2024-05-16,3,769.18,2307.54,Completed,Debit Card
613,191,115,2024-12-01,1,512.41,512.41,Completed,Apple Pay
614,477,128,2025-03-21,5,247.16,1235.8,Completed,Credit Card
615,497,190,2024-12-04,2,58.02,116.04,Completed,Apple Pay
616,459,75,2025-06-17,3,30.59,91.77,Pending,Debit Card
617,410,145,2025-03-03,4,463.47,1853.88,Completed,Bank Transfer
618,246,11,2024-03-26,2,1303.72,2607.44,Completed,Google Pay
619,431,57,2024-10-12,1,177.89,177.89,Shipped,Google Pay
620,114,197,2024-07-04,1,120.27,120.27,Completed,Bank Transfer
621,344,23,2025-06-19,1,1330.63,1330.63,Shipped,Google Pay
622,262,15,2025-05-22,1,471.73,471.73,Completed,Apple Pay
623,191,4,2024-07-09,1,1082.54,1082.54,Shipped,Credit Card
624,111,187,2025-05-13,3,148.95,446.85,Completed,PayPal
625,84,187,2025-06-17,1,148.95,148.95,Completed,Google Pay
626,307,23,2024-03-29,1,1330.63,1330.63,Completed,PayPal
627,34,152,2025-03-16,1,332.71,332.71,Completed,Apple Pay
628,90,143,2024-10-21,2,95.13,190.26,Completed,Debit Card
629,427,98,2024-07-12,2,208.56,417.12,Completed,Google Pay
630,156,127,2024-12-11,2,53.04,106.08,Completed,PayPal
631,490,164,2025-04-20,2,72.85,145.7,Completed,Apple Pay
632,92,126,2025-05-21,2,323.16,646.32,Completed,Credit Card
633,307,191,2024-08-25,2,136.27,272.54,Completed,Bank Transfer
634,352,122,2025-06-19,3,348.35,1045.05,Cancelled,Google Pay
635,9,67,2024-04-14,1,136.71,136.71,Pending,Debit Card
636,183,42,2024-01-03,2,681.39,1362.78,Completed,PayPal
637,100,197,2025-01-14,2,103.67,207.34,Completed,Bank Transfer
638,410,78,2024-06-30,2,91.94,183.88,Completed,Google Pay
639,181,37,2023-11-08,2,387.2,774.4,Completed,Apple Pay
640,114,49,2025-04-02,2,147.75,295.5,Completed,Google Pay
641,365,142,2025-02-19,1,147.02,147.02,Completed,Debit Card
642,473,5,2024-10-30,1,1219.85,1219.85,Completed,Google Pay
643,268,196,2025-06-17,1,130.13,130.13,Cancelled,Credit Card
644,114,33,2025-04-30,1,394.41,394.41,Completed,Debit Card
645,67,21,2024-09-30,3,982.29,2946.87,Completed,Apple Pay
646,22,51,2024-02-28,2,539.92,1079.84,Completed,Credit Card
647,34,78,2025-02-02,3,91.94,275.82,Completed,Google Pay
648,462,52,2024-05-01,1,943.44,943.44,Completed,Google Pay
649,179,91,2024-04-12,2,551.71,1103.42,Completed,Google Pay
650,292,18,2024-02-20,1,235.25,235.25,Completed,PayPal
651,88,194,2024-11-30,5,106.76,533.8,Completed,Bank Transfer
652,345,28,2024-04-28,1,115.14,115.14,Completed,Google Pay
653,117,105,2024-03-03,6,53.48,320.88,Completed,Apple Pay
654,391,93,2025-02-20,1,545.5,545.5,Completed,Apple Pay
655,500,114,2024-05-30,1,59.45,59.45,Completed,Debit Card
656,439,18,2025-05-16,3,235.25,705.75,Completed,Debit Card
657,7,173,2024-11-06,1,22.15,22.15,Shipped,Bank Transfer
658,44,31,2024-03-29,1,1447.6,1447.6,Completed,Bank Transfer
659,474,44,2024-01-16,1,737.59,737.59,Completed,Credit Card
660,120,109,2025-03-01,1,472.01,472.01,Shipped,Google Pay
661,140,194,2025-03-31,2,125.92,251.84,Completed,Bank Transfer
662,309,104,2025-06-24,2,517.54,1035.08,Completed,PayPal
663,251,128,2024-06-03,5,226.38,1131.9,Completed,Apple Pay
664,348,7,2025-06-18,1,172.16,172.16,Completed,PayPal
665,385,134,2025-03-21,3,354.75,1064.25,Shipped,Apple Pay
666,252,130,2024-06-24,1,366.21,366.21,Completed,Credit Card
667,488,196,2023-12-07,1,130.13,130.13,Completed,Apple Pay
668,162,97,2024-10-10,1,136.11,136.11,Cancelled,PayPal
669,453,181,2024-04-15,1,32.13,32.13,Completed,Apple Pay
670,392,29,2024-12-16,2,1229.54,2459.08,Completed,Google Pay
671,241,122,2024-12-12,1,297.57,297.57,Shipped,Apple Pay
672,316,174,2024-08-20,5,131.66,658.3,Completed,Google Pay
673,24,33,2025-04-21,1,394.41,394.41,Completed,Bank Transfer
674,183,106,2024-08-19,2,236.77,473.54,Shipped,PayPal
675,304,22,2025-05-23,1,807.79,807.79,Completed,Debit Card
676,11,138,2024-08-04,2,60.88,121.76,Shipped,Google Pay
677,462,108,2024-06-27,2,290.12,580.24,Completed,Apple Pay
678,293,100,2024-08-01,1,294.02,294.02,Pending,Bank Transfer
679,106,87,2024-11-08,3,56.51,169.53,Completed,Google Pay
680,154,94,2025-06-17,1,454.78,454.78,Completed,Google Pay
681,110,74,2024-06-26,1,31.9,31.9,Completed,Google Pay
682,381,24,2025-02-26,2,262.48,524.96,Shipped,Google Pay
683,244,110,2024-05-19,3,378.47,1135.41,Completed,Google Pay
684,412,77,2024-10-05,2,10.31,20.62,Completed,PayPal
685,320,132,2024-10-16,3,419.65,1258.95,Completed,Bank Transfer
686,361,133,2025-05-02,2,359.84,719.68,Cancelled,Apple Pay
687,138,164,2024-11-27,2,72.85,145.7,Completed,Google Pay
688,237,38,2024-06-09,3,998.69,2996.07,Completed,Apple Pay
689,164,17,2025-01-17,1,342.55,342.55,Completed,PayPal
690,352,154,2024-06-06,1,281.38,281.38,Completed,Apple Pay
691,249,144,2025-06-26,1,158.28,158.28,Completed,Debit Card
692,140,35,2023-12-04,3,1293.65,3880.95,Shipped,Debit Card
693,330,11,2025-06-14,2,1214.74,2429.48,Completed,PayPal
694,309,77,2025-05-04,4,10.31,41.24,Completed,Bank Transfer
695,337,24,2024-09-15,3,262.48,787.44,Completed,Credit Card
696,293,189,2024-11-10,1,126.25,126.25,Shipped,Google Pay
697,129,128,2025-05-12,1,228.59,228.59,Completed,Google Pay
698,378,100,2025-04-07,3,294.02,882.06,Completed,Debit Card
699,55,45,2024-05-22,1,33.16,33.16,Shipped,Credit Card
700,252,137,2024-09-02,5,212.33,1061.65,Completed,Apple Pay
701,350,64,2025-06-14,4,189.55,758.2,Completed,Apple Pay
702,367,95,2025-04-14,1,381.64,381.64,Shipped,Credit Card
703,431,190,2025-01-31,2,58.02,116.04,Completed,PayPal
704,283,99,2024-07-24,5,260.77,1303.85,Pending,Credit Card
705,274,61,2025-04-30,1,182.0,182.0,Completed,PayPal
706,155,24,2025-06-03,3,262.48,787.44,Completed,Apple Pay
707,324,82,2025-05-09,3,87.14,261.42,Completed,PayPal
708,444,21,2025-04-15,5,1194.35,5971.75,Completed,PayPal
709,368,109,2025-05-08,3,472.01,1416.03,Pending,PayPal
710,260,17,2024-08-19,2,342.55,685.1,Cancelled,PayPal
711,233,178,2023-12-01,1,69.61,69.61,Shipped,Apple Pay
712,406,165,2024-03-23,1,130.68,130.68,Completed,Google Pay
713,43,29,2024-04-10,2,1229.54,2459.08,Shipped,Debit Card
714,434,153,2025-02-11,1,485.14,485.14,Cancelled,Debit Card
715,134,45,2025-02-12,3,33.16,99.48,Completed,PayPal
716,94,101,2025-05-08,5,536.6,2683.0,Completed,Credit Card
717,486,6,2025-05-28,2,438.46,876.92,Completed,Apple Pay
718,206,159,2024-10-03,1,128.59,128.59,Shipped,Credit Card
719,8,184,2024-11-24,3,85.61,256.83,Pending,Apple Pay
720,442,69,2024-07-11,2,41.04,82.08,Shipped,Debit Card
721,422,73,2025-03-02,1,76.71,76.71,Completed,Credit Card
722,149,68,2024-06-06,2,185.89,371.78,Shipped,Bank Transfer
723,332,118,2024-02-07,4,577.05,2308.2,Completed,Bank Transfer
724,109,183,2024-09-07,1,73.25,73.25,Completed,Credit Card
725,286,16,2024-01-02,2,1213.41,2426.82,Shipped,Bank Transfer
726,496,154,2025-02-22,1,341.65,341.65,Completed,PayPal
727,203,172,2024-08-30,5,25.92,129.6,Shipped,Debit Card
728,134,44,2024-11-12,5,737.59,3687.95,Completed,Credit Card
729,163,182,2024-11-26,1,64.95,64.95,Completed,Apple Pay
730,447,72,2025-03-12,4,135.4,541.6,Completed,Google Pay
731,425,195,2025-05-30,2,131.59,263.18,Completed,PayPal
732,378,126,2025-03-19,1,351.48,351.48,Shipped,Bank Transfer
733,118,47,2023-12-13,1,827.02,827.02,Completed,Credit Card
734,459,127,2023-12-20,1,64.66,64.66,Completed,Apple Pay
735,253,29,2025-04-25,4,1023.18,4092.72,Completed,Debit Card
736,428,44,2025-03-13,3,737.59,2212.77,Shipped,Google Pay
737,109,150,2025-06-29,1,140.17,140.17,Completed,Apple Pay
738,472,20,2024-06-13,2,651.75,1303.5,Completed,Bank Transfer
739,349,32,2024-09-13,2,1492.86,2985.72,Completed,Debit Card
740,15,21,2024-10-20,3,1194.35,3583.05,Shipped,PayPal
741,305,169,2023-10-23,5,140.46,702.3,Completed,PayPal
742,486,188,2025-06-29,4,88.35,353.4,Completed,Debit Card
743,442,13,2025-04-05,1,281.56,281.56,Cancelled,Credit Card
744,281,155,2024-09-06,1,149.69,149.69,Completed,Credit Card
745,11,54,2024-04-14,3,128.01,384.03,Cancelled,Bank Transfer
746,79,31,2024-07-17,3,1447.6,4342.8,Completed,Bank Transfer
747,309,34,2024-08-23,1,895.0,895.0,Completed,Apple Pay
748,229,100,2024-10-29,2,294.02,588.04,Cancelled,Apple Pay
749,416,95,2025-01-07,1,329.9,329.9,Completed,Bank Transfer
750,254,135,2025-01-15,1,25.88,25.88,Completed,PayPal
751,128,134,2024-10-02,2,354.75,709.5,Completed,Google Pay
752,56,131,2024-09-30,1,374.52,374.52,Shipped,PayPal
753,182,66,2024-12-24,3,72.63,217.89,Completed,Debit Card
754,403,47,2025-04-23,1,827.02,827.02,Pending,PayPal
755,161,151,2025-03-01,3,296.59,889.77,Completed,PayPal
756,495,48,2024-05-20,1,769.18,769.18,Completed,Bank Transfer
757,55,112,2024-11-28,1,395.89,395.89,Completed,Apple Pay
758,355,104,2025-05-05,5,588.71,2943.55,Completed,PayPal
759,317,158,2024-08-24,2,318.85,637.7,Completed,PayPal
760,45,33,2024-03-22,1,394.41,394.41,Pending,Debit Card
761,440,7,2024-05-18,2,172.16,344.32,Completed,Bank Transfer
762,440,138,2024-05-05,1,60.88,60.88,Completed,Apple Pay
763,12,30,2024-04-16,1,999.82,999.82,Completed,Apple Pay
764,11,116,2024-12-24,1,39.02,39.02,Completed,Credit Card
765,171,3,2024-02-23,1,73.79,73.79,Completed,Bank Transfer
766,297,153,2025-03-04,6,423.02,2538.12,Completed,Google Pay
767,372,157,2025-06-02,4,335.67,1342.68,Completed,Bank Transfer
768,32,136,2023-11-18,2,483.43,966.86,Completed,Bank Transfer
769,214,122,2024-03-07,2,348.35,696.7,Completed,Bank Transfer
770,224,6,2024-04-13,3,438.46,1315.38,Completed,Debit Card
771,260,57,2024-12-25,2,196.92,393.84,Pending,Bank Transfer
772,240,34,2025-05-11,3,895.0,2685.0,Completed,Bank Transfer
773,335,189,2024-08-24,2,126.25,252.5,Completed,Google Pay
774,248,34,2024-04-22,1,895.0,895.0,Completed,Apple Pay
775,156,61,2024-05-19,1,170.08,170.08,Completed,Bank Transfer
776,82,45,2025-04-17,4,27.47,109.88,Completed,Credit Card
777,317,59,2024-03-10,1,179.04,179.04,Completed,PayPal
778,394,12,2025-03-22,2,552.24,1104.48,Pending,Google Pay
779,485,113,2025-04-04,5,558.39,2791.95,Completed,Google Pay
780,313,27,2025-04-15,1,674.83,674.83,Completed,PayPal
781,81,187,2024-07-13,1,148.95,148.95,Cancelled,Credit Card
782,79,166,2024-08-26,3,105.37,316.11,Completed,Credit Card
783,126,122,2024-08-13,2,302.51,605.02,Cancelled,Apple Pay
784,386,136,2024-09-29,1,483.43,483.43,Completed,Apple Pay
785,460,118,2025-06-09,2,577.05,1154.1,Completed,Apple Pay
786,75,198,2023-11-02,3,103.53,310.59,Completed,PayPal
787,162,103,2025-06-22,1,373.25,373.25,Shipped,Bank Transfer
788,78,148,2024-01-09,3,244.97,734.91,Completed,PayPal
789,215,103,2025-05-12,3,406.28,1218.84,Pending,Bank Transfer
790,161,89,2023-10-28,1,537.2,537.2,Completed,Bank Transfer
791,207,115,2025-01-22,2,512.41,1024.82,Completed,Bank Transfer
792,177,167,2024-09-19,1,149.83,149.83,Completed,Google Pay
793,172,100,2025-03-01,3,279.01,837.03,Completed,Debit Card
794,48,131,2024-12-07,2,374.52,749.04,Completed,Credit Card
795,15,139,2024-12-28,1,306.13,306.13,Pending,Apple Pay
796,259,29,2025-03-04,3,1229.54,3688.62,Completed,PayPal
797,64,13,2025-03-16,5,281.56,1407.8,Shipped,Bank Transfer
798,3,117,2024-08-11,1,22.39,22.39,Shipped,Google Pay
799,366,161,2025-02-01,1,86.21,86.21,Pending,Bank Transfer
800,294,173,2024-03-26,1,22.15,22.15,Completed,PayPal
801,265,150,2024-05-06,3,140.17,420.51,Completed,Bank Transfer
802,455,34,2024-10-29,1,895.0,895.0,Completed,Apple Pay
803,302,144,2024-11-20,1,158.28,158.28,Completed,Bank Transfer
804,217,113,2025-02-12,3,558.39,1675.17,Completed,Debit Card
805,259,33,2024-11-02,2,394.41,788.82,Completed,Google Pay
806,61,178,2024-05-21,2,69.61,139.22,Shipped,PayPal
807,472,31,2025-01-01,1,1447.6,1447.6,Completed,Google Pay
808,79,31,2024-08-31,6,1447.6,8685.6,Completed,Credit Card
809,406,37,2024-03-28,2,362.52,725.04,Completed,Debit Card
810,94,190,2024-11-04,1,58.02,58.02,Completed,Apple Pay
811,247,147,2024-07-24,2,400.45,800.9,Completed,Apple Pay
812,428,185,2025-04-19,1,95.7,95.7,Cancelled,Apple Pay
813,342,115,2024-04-03,3,461.79,1385.37,Shipped,Apple Pay
814,199,60,2025-05-18,1,132.75,132.75,Completed,Bank Transfer
815,13,147,2025-01-15,1,400.45,400.45,Shipped,Google Pay
816,44,50,2025-06-11,2,1414.14,2828.28,Shipped,Google Pay
817,97,193,2024-10-28,4,63.08,252.32,Completed,Credit Card
818,141,53,2024-06-13,3,96.86,290.58,Completed,Credit Card
819,414,137,2025-01-04,1,212.33,212.33,Completed,PayPal
